0,144761358898518,ESET
1,218961468129322,Die Techniker (TK)
2,288891469878,Shapeways
3,312378712151391,Hydro Coco
4,121925517901889,Ford Danmark
5,127122004049986,Schweppes Australia
6,9615015947,TalkTalk
7,77064798220,Tahiti Tourisme
8,314467271901260,Marriott Rewards
9,239470792802382,TeleCentro
10,115178951868510,Omoda
11,334483838309,Sunrun
12,57816252527,Honey Bunches of Oats
13,5830082681,Volaris
14,327771217264764,Hotel Indigo
15,130096562306,Digicel
16,624417591001227,LION
17,251539554450,KOHLER
18,30968512668,Windows
19,445110972186788,Tune Hotels
20,288263184580783,GoBank
21,190073274544,Green & Black's
22,328510467254992,Lazada Super Moms
23,113473582071850,Pirkka
24,219150418186,3 Musketeers
25,181414785384715,EVA Airways Corp. 長榮航空
26,144128365625650,Ochsner Sport
27,133161833398584,Aviva
28,151049292087611,Red Bull MOBILE
29,160653460701518,Crackets
30,726315847385449,Doritos
31,503105919713649,Disneyland Jobs
32,124157780951417,ESET
33,354595427910013,GovX
34,243173360004,New York Style
35,441049269272968,Bouchon Bistro
36,428205943882121,DON Smallgoods
37,368446079376,Academy Sports + Outdoors
38,101777342866,AIDA
39,770543166292392,Jumia
40,379228478788668,B&G Pickles & Peppers
41,319501934789059,KLM México
42,97279934919,BP America
43,380383308677595,Mirinda Arabia
44,233815212529,Comunidad Movistar Argentina
45,172681179452841,Matrix Professional Haircare & Color
46,289923924487,Ridestore
47,1617350448513550,Bosch Herramientas Eléctricas Profesionales y Accesorios
48,194981427216918,Hoka One One
49,126442007429667,KLM Russia
50,260507710718508,Vigor Brasil
51,167542776660532,Atmosphere
52,134780953231454,Região da capital dos EUA
53,111151325577312,Johnnie’s New York Pizzeria
54,132945996743236,7-Eleven Australia
55,164169413624390,ABC Lebanon
56,255750901203533,Norteñita
57,79167160914,Tablespoon.com
58,668623963226740,Travel Alberta
59,17433690754,Glassdoor
60,141651685862427,500 Startups
61,195184929562,Pillsbury
62,117737338241724,M&M’S Italia
63,28613018301,Baci Perugina
64,780521878717133,Flight Centre Travel Group, The Americas
65,71091028689,Sleep Number Careers
66,223049284387547,KLM Argentina
67,146941488726138,Samsung
68,112856972067554,LowLow
69,111132279529,BoA
70,163973103682288,Emine SARI Official
71,180048798810876,Windows
72,32533512985,Maxis
73,273432986059547,China Eastern Air(동방항공)
74,123151319852,Arnold Bread
75,212618008920877,UP&GO
76,1524072161215280,Digicel
77,197360157500,Canada Explorez sans fin
78,119861548089482,Subway UK & Ireland
79,105532425026,Milk
80,165501993099,Lenovo Malaysia
81,6185812851,American Express
82,241601099203475,TrueNorth
83,340627227551,Just Eat UK
84,131038446496,TracFone Wireless
85,5987042235,Ben & Jerry's
86,213639758781,DiGiorno
87,6399067073,ThinkGeek
88,120251049238,Coffee-mate
89,93342532548,TomTom
90,1515585551990948,JustFab
91,141409815920808,Microsoft Edge
92,193589904016370,Compumundo
93,411991108813820,American Express
94,177905578935293,ABB
95,125530084148237,Nike+ Run Club
96,153053401449492,Crocs
97,205844552777903,ABB
98,157988744386057,Sea-Doo
99,308976223304,Tintas Coral
100,114455935321178,CDF
101,17156801635,Odwalla
102,141280905921653,MTN Ghana
103,353037761381505,Abarth
104,309107999114376,Cheerios UK
105,240261406065825,Nationwide Building Society
106,82491933861,Eggland's Best Eggs
107,285785034937884,Wafacash
108,121003161289904,[N.A!] Nature Addicts
109,644020885718196,Canyon
110,121096461288638,Disney On Ice
111,143112144064,Movistar Guatemala
112,117039248377028,LION Cereals
113,92378498253,OLD BAY® Seasoning
114,640307582665941,GoAir
115,101092033299680,Allianz France
116,185899758126310,Lidl Romania
117,132510385387,Visit Brasil
118,483119175042310,Decameron Perú
119,136146939741471,TheHut.com
120,199383346775333,Dunelm
121,181497299166,Polydor
122,330101277066557,Moments With Mandi Welbaum
123,116106135078207,EL AL Israel Airlines USA
124,112567882220866,CARD.com
125,286243574777156,TUC
126,160331670685001,Samsung Österreich
127,93624730972,TornadoVideos.net
128,97436894557,Dell
129,285843661522272,Castello
130,230408830453098,Burger King France
131,187248587965806,Nutella
132,124468237623419,Veganz
133,273795515772,KLM Royal Dutch Airlines
134,195090220516735,Can-Am Off-Road
135,112558978762116,Franco Sarto
136,104478386292110,ABB
137,142724365878673,Bridgestone
138,133244940060056,Life in the Lofthouse
139,335354637212,MomentFeed
140,210335135696302,HEMA
141,1452182611690932,Madwire
142,448991148574135,Freshly
143,86223357391,KLM Italia
144,108381603303,HERSHEY'S
145,54000790439,Great American Cookies
146,289079035382,SM Appliance Center
147,131676374522,AnadoluJet
148,131250783739,DanoneCareers
149,108929519124740,Niumba
150,59480081949,Oikos Greek Yogurt
151,158848386614,General Motors México
152,241832895841847,TGI Fridays Frozen Snacks
153,145733658805847,Gap
154,178858105636453,Mitchell
155,265320196867710,Specsavers Optikko
156,354582784551872,JustFab
157,302939779892879,Activia
158,1958757694264942,KAYAK
159,96546260636,Internet Week New York
160,55933404846,PosteMobile
161,1520573734848193,Deichmann Bosna i Hercegovina
162,13614384845,Verizon Careers
163,341985855200,Standard Chartered UAE
164,170945532921576,Louis Nielsen
165,291297097615087,Jumia
166,8605796091,Diet Coke
167,104443426309892,IDBI BANK
168,256154354583303,Jet
169,265045206959890,L'Oréal Talent
170,81452861215,Journeys
171,155490497922858,PicPay
172,96840582969,Surf City Squeeze
173,1393245584230208,Coca-Cola España
174,18446092097,D99
175,173400592680781,Telmex
176,365768953497428,Isuzu Utes New Zealand Ltd
177,118465974896482,Banco Falabella Perú
178,336954806458001,Two Nation Vacation
179,364857373558635,Linio
180,259459370846061,American Express
181,116742961694579,EAS Sports Nutrition
182,212496562128762,The Jello Mold Mistress of Brooklyn
183,203730762991483,Comcast Spotlight
184,58028250774,Quaker
185,99212330886,Digicel
186,139724572723099,QVC Italia
187,165822240130978,起士公爵 Cheese Duke
188,302057785252,Norwegian
189,428933410457516,Regina Vinegars
190,295457423886253,McDonald's Japan
191,501628476524466,Ballin Shoes
192,174830125909949,OAK
193,126208706497,Cream of Wheat
194,134318949992398,Woolworths Rewards
195,40926477823,Korean Air
196,959282644191199,Baci Perugina
197,203540876363744,Ruffles Canada
198,139211742771542,Lufthansa
199,16237767678,Hunt's
200,20531316728,Facebook
201,620405848082436,Enjoy Illinois
202,6549342214,Holiday Lettings
203,243069102458892,Schöller Eis
204,56325507115,Beemster
205,52644415546,The Tour Of Britain
206,667482316671039,Visit Jamaica ES
207,170483172968532,Spinneys - Lebanon
208,1464057183864929,Manchester Gazette Going Out
209,141962659170409,SK텔레콤
210,110803485657194,Marabou Danmark
211,321545387968625,CHANEL シャネル
212,170671686289529,WD
213,125034104954,Victory Motorcycles
214,137530892945545,Danone
215,132444063884,Cadbury Dairy Milk
216,9122810019,Barnes & Noble
217,199629460146341,Turkish Airlines
218,78323058862,TacoTime
219,1210715452344533,Água AMA
220,377717572569306,A1 Slovenija
221,352770001124,entel
222,303478173075687,Yelp NoVa
223,217864744949458,hummel
224,84599900399,Spirit Halloween
225,118839294822651,Microsoft Edge
226,194396643961898,Becel Ame Seu Coração
227,28672657666,FOX Sports Wisconsin
228,37657315592,Kmart
229,446090232138041,Velocity Frequent Flyer
230,232747686889789,TEB'le Girişim
231,406992002681166,Walmart Brasil
232,243730649123151,NokScoot
233,262903727065427,AAMI
234,60573550946,The Hindu Business Line
235,132920753391973,Tigo Bolivia
236,262975003756907,UGG
237,134166759934341,L'OCCITANE en Provence
238,459812297443742,[N.A!] Nature Addicts
239,198753233471905,Fotolia
240,117745288271605,Portugal Telecom
241,143718759008710,ANA.Japan
242,709896032422346,L'OCCITANE en Provence
243,157704934283000,AbeBooks.de
244,24499718613,EA ألعاب
245,89123326429,Claro Perú
246,308267405871594,Visit The USA
247,1682473372027380,Korean Air (GB)
248,129275200473595,National Dairy Council
249,183485934995972,Zeta Global
250,570042459687434,REDD's Africa
251,173507938832,Air New Zealand
252,122083307817506,ASICS New Zealand
253,117792731564626,Oponeo
254,272491056204373,Showroomprive
255,179318950497,GlobeAir
256,54673214054,Bayer
257,105037909527144,Nike+ Run Club
